time,t2m_c,tcc,ssr,str_nlw,tisr,tsr,ttr,number,t2m_c_max,t2m_c_min,net_rad,reflected_solar
2024-01-01,16.8141,0.3943,24.7684,-12.272,47.6186,35.7309,-42.6222,0,18.9501,14.2235,12.4964,11.8878
2024-01-02,16.5551,0.3566,25.2034,-12.2256,47.7483,36.2368,-43.2342,0,18.7017,13.8923,12.9778,11.5114
2024-01-03,16.5262,0.3965,25.0368,-11.871,47.874,36.1305,-43.1908,0,18.6072,13.7354,13.1658,11.7435
2024-01-04,16.5548,0.4258,24.5554,-11.5776,48.0063,35.7257,-42.7323,0,18.6407,13.9922,12.9778,12.2807
2024-01-05,16.6246,0.4295,24.5795,-11.4305,48.1452,35.8156,-42.934,0,18.7087,13.955,13.149,12.3296
2024-01-06,16.7454,0.4068,25.4484,-11.4203,48.2905,36.7942,-43.4272,0,18.7041,14.1673,14.0281,11.4963
2024-01-07,16.7768,0.3619,25.5832,-11.6643,48.4421,36.9228,-43.3808,0,18.9131,14.1338,13.9189,11.5193
2024-01-08,16.7595,0.3644,25.5958,-11.6152,48.5999,36.8804,-42.7007,0,18.8632,14.1384,13.9806,11.7195
2024-01-09,16.7834,0.4175,25.2447,-11.8599,48.7637,36.5241,-41.5818,0,18.9082,14.1539,13.3848,12.2396
2024-01-10,16.8075,0.3903,26.3817,-12.2943,48.9336,37.609,-42.4873,0,18.9361,13.9952,14.0873,11.3246
2024-01-11,17.1152,0.3157,27.7537,-12.6726,49.1092,39.0322,-44.0045,0,19.5389,14.0209,15.0811,10.0771
2024-01-12,17.1849,0.3683,27.9968,-12.9355,49.2906,39.0566,-44.1658,0,19.6134,14.0094,15.0614,10.2339
2024-01-13,17.3877,0.3127,28.6023,-13.2096,49.4775,39.6601,-45.2655,0,19.8483,14.1702,15.3927,9.8174
2024-01-14,17.333,0.247,29.1663,-13.3754,49.6698,40.2048,-46.3018,0,19.7421,14.226,15.7908,9.465
2024-01-15,17.1798,0.3236,28.8642,-13.0613,49.8674,39.9149,-45.9414,0,19.4303,14.1823,15.8029,9.9525
2024-01-16,16.9565,0.4431,28.0846,-12.4888,50.0701,39.362,-45.3073,0,19.023,14.1309,15.5958,10.708
2024-01-17,16.7059,0.4441,27.3111,-11.9771,50.2777,38.8271,-45.2535,0,18.7262,14.1724,15.334,11.4506
2024-01-18,16.5366,0.3782,27.3293,-12.0932,50.49,38.9477,-45.4071,0,18.7063,13.9089,15.2361,11.5423
2024-01-19,16.4714,0.3179,27.8364,-12.4172,50.7071,39.3888,-45.5651,0,18.7269,13.5771,15.4192,11.3183
2024-01-20,16.5669,0.3376,28.4895,-12.5482,50.9285,40.0823,-45.6372,0,18.8173,13.4504,15.9413,10.8462
2024-01-21,16.4959,0.3867,29.0505,-13.121,51.1542,40.6228,-45.8966,0,18.7655,13.783,15.9295,10.5313
2024-01-22,16.5116,0.317,29.8101,-13.5097,51.3839,41.2433,-46.0502,0,18.9126,13.2621,16.3003,10.1406
2024-01-23,16.5594,0.3277,29.1743,-13.0549,51.6176,40.716,-45.8042,0,18.7638,13.6048,16.1194,10.9016
2024-01-24,16.4645,0.3981,28.2144,-12.5555,51.8549,39.8895,-44.8557,0,18.5903,13.6832,15.6589,11.9654
2024-01-25,16.3812,0.4379,27.4689,-12.1183,52.0958,39.3073,-43.7536,0,18.5135,13.7803,15.3506,12.7885
2024-01-26,16.5849,0.4672,28.115,-12.1166,52.34,40.1306,-43.7005,0,18.8006,13.6624,15.9984,12.2094
2024-01-27,16.8487,0.5106,28.9951,-12.6453,52.5873,40.9853,-44.0367,0,19.1976,13.9398,16.3499,11.602
2024-01-28,17.0656,0.5219,28.7114,-12.5566,52.8376,40.7492,-43.6147,0,19.3911,13.855,16.1548,12.0884
2024-01-29,17.3918,0.5231,29.3165,-12.4254,53.0906,41.5369,-44.003,0,19.7399,14.2585,16.891,11.5537
2024-01-30,17.6208,0.4639,29.5411,-12.104,53.3462,41.8872,-43.4526,0,19.7542,14.601,17.4372,11.459
2024-01-31,17.7992,0.4378,29.1282,-11.6842,53.6041,41.6796,-43.55,0,19.8124,15.0554,17.444,11.9244
2024-02-01,17.8149,0.4063,29.1974,-11.7717,53.8641,41.8807,-44.4556,0,19.8687,15.2949,17.4257,11.9834
2024-02-02,17.6574,0.4311,29.3447,-11.8761,54.1261,42.015,-44.8682,0,19.6255,15.1038,17.4686,12.1111
2024-02-03,17.6615,0.3558,29.6182,-12.0143,54.3899,42.2943,-45.2126,0,19.6861,15.0064,17.6039,12.0956
2024-02-04,17.7669,0.3024,29.9273,-11.9662,54.6552,42.6719,-45.2541,0,19.8379,15.0458,17.9611,11.9833
2024-02-05,17.7552,0.3448,30.5862,-12.4167,54.9219,43.3106,-45.7034,0,19.81,15.126,18.1694,11.6113
2024-02-06,17.5892,0.3052,30.6989,-12.7534,55.1897,43.3117,-45.6029,0,19.7891,14.8838,17.9456,11.878
2024-02-07,17.6802,0.279,31.3249,-13.2381,55.4585,43.8431,-45.697,0,19.9921,14.7111,18.0869,11.6154
2024-02-08,17.3702,0.3727,32.103,-13.9958,55.7281,44.4012,-45.4963,0,19.859,14.4358,18.1072,11.3269
2024-02-09,17.1794,0.1834,32.7338,-14.6461,55.9983,44.9128,-45.811,0,19.9662,13.6933,18.0877,11.0855
2024-02-10,17.467,0.1413,32.8198,-14.3917,56.2689,45.1289,-46.0695,0,20.3319,13.7471,18.428,11.1399
2024-02-11,17.7747,0.2627,32.4497,-13.977,56.5396,45.0114,-45.685,0,20.5171,14.1867,18.4727,11.5283
2024-02-12,18.1656,0.4806,32.0222,-13.506,56.8105,44.7408,-44.0365,0,20.8191,14.6606,18.5162,12.0697
2024-02-13,18.5043,0.4781,32.2071,-13.1638,57.0811,45.1585,-43.8001,0,21.0279,15.2014,19.0433,11.9226
2024-02-14,18.6394,0.4205,32.5217,-13.2489,57.3515,45.6062,-44.5722,0,21.2028,15.5363,19.2728,11.7453
2024-02-15,18.753,0.299,33.0133,-13.7062,57.6214,46.0455,-45.6248,0,21.5472,15.4374,19.3071,11.5759
2024-02-16,19.1197,0.1913,33.8137,-13.9175,57.8906,46.823,-46.3403,0,21.9691,15.3693,19.8962,11.0676
2024-02-17,19.6697,0.3201,33.6293,-13.6518,58.1589,46.7775,-45.7004,0,22.4017,15.9854,19.9774,11.3815
2024-02-18,19.8174,0.4006,33.0921,-13.1886,58.4263,46.4463,-45.0579,0,22.1992,16.437,19.9036,11.98
2024-02-19,19.9759,0.4238,32.6186,-12.9164,58.6925,46.1837,-45.244,0,22.1802,17.0593,19.7022,12.5088
2024-02-20,19.6524,0.3276,33.1953,-13.0732,58.9575,46.8149,-45.8538,0,21.7855,16.8982,20.1221,12.1426
2024-02-21,19.1648,0.3534,33.1004,-13.0999,59.221,46.7401,-45.6193,0,21.1582,16.6062,20.0004,12.4809
2024-02-22,18.7241,0.356,33.1467,-13.2559,59.4829,46.6903,-45.6732,0,20.8416,16.1342,19.8908,12.7925
2024-02-23,18.3453,0.257,33.558,-13.7144,59.7431,46.9038,-46.1798,0,20.6788,15.5897,19.8436,12.8393
2024-02-24,18.375,0.2852,33.441,-13.4242,60.0014,46.9028,-45.8256,0,20.7191,15.186,20.0168,13.0987
2024-02-25,18.4285,0.3426,32.2578,-12.6479,60.2578,46.1104,-44.4681,0,20.6531,15.4135,19.6099,14.1474
2024-02-26,18.9668,0.4043,32.4453,-12.046,60.5121,46.4587,-43.5642,0,21.2052,15.7825,20.3993,14.0535
2024-02-27,19.5417,0.3549,33.1202,-11.9111,60.7643,47.4619,-44.5402,0,21.7737,16.6876,21.2091,13.3024
2024-02-28,19.6009,0.2961,33.9773,-12.5531,61.0141,48.2359,-45.7119,0,22.0039,16.6376,21.4242,12.7783
2024-02-29,19.7728,0.3931,34.099,-12.7781,61.2616,48.1701,-45.1722,0,22.2158,16.4179,21.3209,13.0915
2024-03-01,19.9668,0.4439,33.2338,-12.5419,61.5066,47.3433,-43.9691,0,22.3571,16.8749,20.6919,14.1633
2024-03-02,19.6625,0.44,33.1229,-12.4104,61.7491,47.3445,-43.8604,0,21.8588,17.0591,20.7125,14.4046
2024-03-03,19.1839,0.3579,33.9679,-12.9828,61.9889,48.1499,-44.4845,0,21.1914,16.634,20.9851,13.8391
2024-03-04,19.095,0.3731,34.8157,-13.7308,62.226,48.8677,-44.6171,0,21.3419,16.1942,21.0849,13.3584
2024-03-05,19.1495,0.4188,35.1479,-13.883,62.4604,49.1385,-44.2785,0,21.6146,15.8689,21.265,13.3219
2024-03-06,19.3887,0.4782,34.933,-13.6595,62.6919,49.1146,-43.6607,0,21.8681,16.0663,21.2735,13.5773
2024-03-07,19.5301,0.3816,35.4676,-14.1492,62.9206,49.5091,-44.1684,0,22.1338,16.1497,21.3184,13.4115
2024-03-08,19.7811,0.305,36.1647,-14.513,63.1463,50.1543,-44.7128,0,22.4808,16.2039,21.6517,12.992
2024-03-09,20.041,0.3063,36.8008,-14.6189,63.3691,50.6713,-45.2049,0,22.7036,16.5269,22.1819,12.6978
2024-03-10,20.316,0.2784,36.1518,-13.9723,63.5888,50.2724,-45.1961,0,22.9626,16.7596,22.1796,13.3164
2024-03-11,20.9807,0.2794,36.6263,-13.4873,63.8055,51.139,-46.7381,0,23.5363,17.3889,23.139,12.6665
2024-03-12,21.0448,0.2945,36.8997,-13.6689,64.0191,51.4212,-46.9844,0,23.5155,17.9106,23.2309,12.5979
2024-03-13,20.8286,0.2998,36.3808,-13.5173,64.2296,50.8648,-46.7005,0,23.2111,17.674,22.8635,13.3648
2024-03-14,20.7788,0.2107,37.196,-14.1783,64.437,51.5601,-47.2483,0,23.2895,17.6328,23.0178,12.8769
2024-03-15,20.7896,0.2013,37.8153,-14.6121,64.6413,51.9645,-47.4056,0,23.5587,17.2216,23.2033,12.6768
2024-03-16,20.9419,0.2768,37.1736,-14.2678,64.8424,51.501,-46.2997,0,23.5247,17.603,22.9058,13.3414
2024-03-17,21.045,0.2963,37.3439,-14.0561,65.0404,51.9125,-45.7481,0,23.6226,17.6442,23.2878,13.1279
2024-03-18,21.1736,0.2437,37.6417,-14.1148,65.2351,52.2724,-45.63,0,23.9078,17.637,23.5269,12.9628
2024-03-19,21.3479,0.2821,37.2453,-13.8517,65.4268,52.021,-44.965,0,23.8285,17.9786,23.3936,13.4058
2024-03-20,21.1937,0.3548,35.3422,-13.066,65.6153,50.3384,-44.0025,0,23.4711,18.1324,22.2762,15.2768
2024-03-21,21.5653,0.3485,35.5666,-12.6007,65.8006,50.8772,-44.4171,0,23.7785,18.5539,22.966,14.9234
2024-03-22,21.7868,0.2754,36.6247,-12.8695,65.9828,52.0547,-45.8472,0,24.2059,18.7433,23.7553,13.9281
2024-03-23,22.0085,0.3305,36.6823,-12.9634,66.1619,52.0514,-45.3546,0,24.4488,18.7002,23.7189,14.1104
2024-03-24,22.1246,0.3754,37.1811,-13.3951,66.3378,52.4265,-45.067,0,24.6741,18.9904,23.786,13.9113
2024-03-25,22.3722,0.3387,37.8775,-13.3763,66.5107,53.2106,-45.3599,0,24.7823,19.187,24.5012,13.3002
2024-03-26,22.4894,0.4028,37.1715,-13.0844,66.6805,52.6598,-44.34,0,24.9028,19.3465,24.0871,14.0207
2024-03-27,22.7515,0.4194,36.9854,-12.8297,66.8473,52.5573,-44.1913,0,25.1477,19.6157,24.1557,14.29
2024-03-28,22.9423,0.4087,37.1266,-12.9515,67.011,52.8073,-44.4607,0,25.4069,19.7098,24.1751,14.2037
2024-03-29,23.2311,0.3458,37.0859,-12.7248,67.1718,52.9398,-45.2377,0,25.5509,20.1282,24.3611,14.232
2024-03-30,23.1696,0.3622,36.7913,-12.6973,67.3296,52.6486,-45.132,0,25.4032,20.2466,24.094,14.681
2024-03-31,22.9575,0.3528,37.6505,-13.1515,67.4845,53.489,-45.199,0,25.1986,20.0638,24.4989,13.9954
2024-04-01,23.1637,0.3455,38.7032,-13.7374,67.6364,54.3149,-45.7866,0,25.6854,19.9292,24.9658,13.3216
2024-04-02,23.3442,0.3727,38.4638,-13.5827,67.7855,54.1682,-45.8324,0,25.7841,20.0517,24.8811,13.6173
2024-04-03,23.4192,0.4606,37.9473,-13.1127,67.9318,53.8587,-45.3506,0,25.7879,20.2208,24.8346,14.073
2024-04-04,23.5118,0.4753,37.719,-13.0995,68.0753,53.669,-44.8465,0,25.8291,20.4324,24.6195,14.4063
2024-04-05,23.6295,0.4516,37.9608,-13.3448,68.216,53.9165,-45.1445,0,26.0285,20.4411,24.6159,14.2995
2024-04-06,23.7346,0.357,38.8743,-13.8416,68.354,54.5995,-46.3063,0,26.1648,20.647,25.0327,13.7545
2024-04-07,23.56,0.3583,38.536,-13.9153,68.4893,54.1853,-46.463,0,25.9462,20.4436,24.6207,14.304
2024-04-08,23.4869,0.4267,38.7613,-13.8807,68.6219,54.4749,-46.1138,0,26.0217,20.2227,24.8806,14.147
2024-04-09,23.5437,0.4447,38.4976,-13.8423,68.752,54.2678,-44.4833,0,26.007,20.238,24.6553,14.4842
2024-04-10,23.4767,0.4785,37.4551,-13.4653,68.8794,53.4926,-43.2042,0,25.8645,20.4111,23.9897,15.3868
2024-04-11,23.3506,0.431,37.4525,-12.9792,69.0043,53.6782,-43.8595,0,25.6426,20.1939,24.4733,15.3261
2024-04-12,23.293,0.4797,36.63,-12.3194,69.1267,53.0959,-43.4029,0,25.5289,20.3989,24.3106,16.0309
2024-04-13,23.2316,0.5063,36.2722,-12.0917,69.2467,52.7814,-42.8449,0,25.5247,20.2991,24.1806,16.4653
2024-04-14,23.6182,0.4758,36.7243,-11.6883,69.3642,53.4684,-43.0667,0,25.868,20.5608,25.036,15.8957
2024-04-15,24.2961,0.4591,37.4609,-11.9084,69.4792,54.1993,-44.0355,0,26.6254,21.2129,25.5524,15.2799
2024-04-16,24.3319,0.4694,37.9906,-12.3301,69.5919,54.6519,-44.2875,0,26.723,21.1858,25.6605,14.94
2024-04-17,24.3241,0.5011,37.4441,-12.339,69.7022,54.1802,-44.2765,0,26.5328,21.3255,25.105,15.5221
2024-04-18,24.5601,0.4076,38.082,-12.2723,69.8102,54.814,-45.584,0,26.8901,21.4865,25.8097,14.9962
2024-04-19,24.4767,0.3997,37.5902,-12.0122,69.9159,54.4578,-45.5958,0,26.6431,21.8421,25.578,15.4581
2024-04-20,24.3736,0.4774,37.6669,-12.3796,70.0193,54.3694,-44.8454,0,26.5086,21.7336,25.2873,15.6499
2024-04-21,24.541,0.4767,38.2317,-12.5322,70.1204,55.0101,-44.6836,0,26.7574,21.6717,25.6995,15.1103
2024-04-22,24.4088,0.424,37.7661,-12.6756,70.2193,54.4954,-44.5416,0,26.6159,21.6395,25.0905,15.7239
2024-04-23,24.5149,0.3726,39.0465,-13.0236,70.316,55.7688,-45.3036,0,26.8318,21.565,26.0229,14.5472
2024-04-24,24.582,0.3592,38.8663,-13.2262,70.4105,55.6256,-45.5541,0,26.9274,21.3863,25.6401,14.7849
2024-04-25,24.7819,0.3854,39.0381,-13.209,70.5028,55.7812,-45.515,0,27.1766,21.5119,25.8291,14.7216
2024-04-26,24.6974,0.4102,38.0889,-12.9062,70.593,54.8944,-44.9796,0,27.0518,21.684,25.1827,15.6986
2024-04-27,24.8123,0.428,38.2614,-12.644,70.6811,55.2357,-44.2723,0,27.0733,21.7067,25.6174,15.4454
2024-04-28,24.9831,0.4411,38.9814,-12.9136,70.767,55.9367,-45.0566,0,27.2198,22.0242,26.0678,14.8304
2024-04-29,24.9729,0.4073,38.3645,-13.0523,70.851,55.269,-45.2561,0,27.1738,22.1087,25.3123,15.5819
2024-04-30,24.9291,0.4004,38.9859,-13.6928,70.9328,55.6141,-45.2482,0,27.2031,22.0466,25.2932,15.3187
2024-05-01,24.781,0.4219,39.3354,-13.7699,71.0127,55.9457,-45.7182,0,27.0249,21.9127,25.5654,15.067
2024-05-02,24.4543,0.4621,39.1141,-13.9417,71.0906,55.6658,-45.0516,0,26.8665,21.4934,25.1724,15.4247
2024-05-03,24.7156,0.4558,38.1181,-13.2045,71.1664,54.8822,-44.4528,0,27.2022,21.3268,24.9136,16.2843
2024-05-04,25.2531,0.5046,38.445,-12.5482,71.2404,55.5721,-44.428,0,27.5958,22.0497,25.8968,15.6684
2024-05-05,25.3724,0.3997,38.2263,-12.2656,71.3124,55.6172,-45.5175,0,27.5969,22.5333,25.9608,15.6952
2024-05-06,25.3552,0.3704,38.3349,-12.1673,71.3826,55.7456,-45.6134,0,27.6047,22.5604,26.1676,15.6369
2024-05-07,25.1393,0.4249,37.8497,-11.9972,71.4508,55.3606,-44.9786,0,27.326,22.4279,25.8525,16.0902
2024-05-08,25.142,0.445,37.6825,-11.7718,71.5172,55.3116,-44.5578,0,27.4243,22.1844,25.9108,16.2056
2024-05-09,25.0452,0.4847,36.8877,-11.4258,71.5819,54.6206,-43.8831,0,27.1247,22.5974,25.4619,16.9613
2024-05-10,24.8377,0.4692,36.1349,-11.194,71.6447,54.0618,-42.9735,0,26.796,22.421,24.9409,17.5829
2024-05-11,24.8418,0.4355,36.7367,-11.3041,71.7057,54.6412,-43.5962,0,26.9199,22.3185,25.4326,17.0645
2024-05-12,24.8259,0.4385,36.4581,-11.2778,71.765,54.3918,-43.2413,0,26.9211,22.2034,25.1803,17.3732
2024-05-13,25.14,0.503,36.1867,-11.5098,71.8226,54.0006,-42.3269,0,27.4647,22.2403,24.6769,17.822
2024-05-14,25.6085,0.4836,36.9185,-11.657,71.8785,54.7532,-42.9573,0,27.7619,22.7509,25.2616,17.1253
2024-05-15,25.952,0.5005,36.7754,-11.3485,71.9327,54.7558,-42.313,0,28.1467,23.0616,25.4269,17.1769
2024-05-16,26.0028,0.5722,35.5738,-11.1623,71.9853,53.5587,-41.0522,0,28.2475,23.4652,24.4115,18.4266
2024-05-17,25.9229,0.6618,33.9682,-10.9886,72.0363,52.0962,-39.8518,0,27.938,23.2726,22.9796,19.9401
2024-05-18,26.0462,0.6028,34.4419,-11.1218,72.0856,52.4898,-40.1278,0,28.0942,23.4332,23.3201,19.5959
2024-05-19,26.0646,0.6127,34.0988,-11.1513,72.1335,52.1649,-40.0614,0,28.1505,23.3863,22.9474,19.9686
2024-05-20,26.1121,0.5986,33.709,-10.9431,72.1797,51.7958,-39.6238,0,28.2564,23.5768,22.7659,20.3839
2024-05-21,26.1891,0.6086,32.6243,-10.9584,72.2245,50.7299,-39.2406,0,28.3408,23.5177,21.6659,21.4946
2024-05-22,26.3754,0.6187,32.0905,-10.771,72.2678,50.209,-38.7166,0,28.4853,23.8024,21.3196,22.0588
